"FAFZone","ApacheCounty","CochiseCounty","CoconinoCounty","GilaCounty","GrahamCounty","GreenleeCounty","LaPazCounty","MaricopaCounty","MohaveCounty","NavajoCounty","PimaCounty","PinalCounty","SantaCruzCounty","YavapaiCounty","YumaCounty"
"11",1465.73,1577.78,1635.81,1640.61,1543.34,1526.12,1834.14,1718.33,1748.67,1544.42,1621.96,1683.43,1636.9,1691.42,1839.8
"12",1437.2,1502.35,1607.25,1570.8,1467.95,1450.7,1785.45,1656.45,1720.15,1515.9,1546.55,1608.05,1561.5,1662.9,1764.4
"19",1468.88,1574.38,1638.95454545455,1635.72909090909,1539.94181818182,1522.72363636364,1830.00727272727,1715.06363636364,1751.81272727273,1547.57818181818,1618.56181818182,1680.04181818182,1633.52363636364,1694.56,1836.41454545455
"20",997.003448275862,1257.78620689655,993.975862068966,1141.5275862069,1202.21034482759,1152.07931034483,1104.58275862069,1127.5275862069,1007.66896551724,1029.15862068966,1209.5,1167.0275862069,1243.28275862069,1071.58965517241,1145.09310344828
"50",1087.10533333333,1248.74733333334,1257.168,1284.36133333334,1217.426,1200.20733333333,1446.06933333333,1351.864,1370.032,1165.80666666667,1292.91866666667,1325.17266666667,1307.88333333334,1312.784,1500.326
"61",628.92,559.08,500.94,476.38,522.98,573.28,270.4,363.92,311.22,557.62,485.38,420.58,536.98,384.3,276.54
"62",973.671428571429,988.457142857143,845.671428571429,905.728571428572,952.328571428571,1002.62857142857,708.828571428571,793.285714285714,662.542857142857,902.342857142857,914.757142857143,849.928571428571,966.328571428571,791.1,707.342857142857
"63",663.1,488.8,535.1,457.9,504.5,578.3,282.1,353.6,380.4,591.8,415.1,369.3,466.7,382.2,184.2
"64",926.1,933.7,798.108333333333,850.966666666667,897.575,947.858333333333,654.075,738.525,614.941666666667,854.741666666667,860,795.191666666667,911.55,743.516666666667,652.6
"65",784.1,801.8,656.1,719.05,765.7,815.95,499.75,606.6,472.95,712.75,728.1,663.25,779.65,601.5,520.7
"69",933.277419354839,949.656451612904,805.28870967742,868.593548387097,915.209677419355,966.248387096774,659.277419354839,755.822580645161,617.280645161291,861.945161290323,875.953225806452,811.751612903226,927.525806451613,745.593548387097,667.783870967742
"81",611.958333333333,863.416666666667,639.6375,826.416666666667,807.516666666666,790.308333333334,961.1875,835.675,858.4375,663.916666666667,907.6,870.475,922.554166666667,791.458333333333,1002.89583333333
"89",476.005769230769,770.7375,527.090384615385,698.968269230769,694.593269230769,665.148076923077,833.577884615384,728.334615384616,750.427884615385,542.005769230769,777.571153846154,734.327884615385,805.475,684.123076923077,895.567307692308
"91",2327.53333333333,2515.96666666667,2497.6,2536.5,2492.2,2475,2682.5,2597.4,2610.5,2406.23333333333,2560.15,2569.56666666667,2575.15,2553.2,2764.66666666667
"92",2285.36666666667,2473.81666666667,2455.43333333333,2494.26666666667,2449.96666666667,2432.76666666667,2640.26666666667,2555.26666666667,2568.26666666667,2364.06666666667,2517.95,2527.36666666667,2532.91666666667,2511.03333333333,2722.46666666667
"99",2344.3,2532.75,2514.35,2553.2,2508.9,2491.7,2699.2,2614.2,2627.2,2423,2576.925,2586.3,2591.85,2570,2781.4
"101",2129.675,2328.625,2299.725,2338.625,2299.5,2282.25,2484.625,2399.55,2412.575,2208.375,2372.825,2371.675,2387.725,2355.325,2566.775
"109",2150.8,2370.5,2320.9,2359.8,2336.1,2318.9,2505.8,2420.7,2433.8,2229.5,2414.7,2392.8,2429.6,2376.5,2587.9
"111",2055.6,2247.8,2225.6,2264.5,2213.3,2196.1,2410.5,2325.5,2338.5,2134.3,2291.9,2353.4,2306.9,2281.3,2492.7
"121",1844.88333333333,1903.28333333333,2014.95,1971.7,1868.81666666667,1851.6,2186.33333333333,2057.33333333333,2127.8,1923.58333333333,1947.45,2008.91666666667,1962.4,2070.55,2165.3
"122",2075.08571428571,2133.45714285714,2245.12857142857,2201.91428571429,2099.02857142857,2081.8,2416.52857142857,2287.52857142857,2358,2153.77142857143,2177.62857142857,2239.12857142857,2192.61428571429,2300.74285714286,2395.5
"123",1917.5,1975.9,2087.58571428571,2044.35714285714,1941.48571428571,1924.25714285714,2258.98571428571,2129.98571428571,2200.44285714286,1996.2,2020.08571428571,2081.58571428571,2035.07142857143,2143.18571428571,2237.91428571429
"124",1911.7,1970.075,2081.75,2038.525,1935.625,1918.425,2253.125,2124.125,2194.625,1990.4,2014.25,2075.725,2029.225,2137.35,2232.125
"129",1802.01046511628,1860.4011627907,1972.08488372093,1928.84534883721,1825.96627906977,1808.75,2143.46860465116,2014.48255813954,2084.94534883721,1880.71046511628,1904.58488372093,1966.07093023256,1919.55,2027.69418604651,2122.44534883721
"131",1613.88717948718,1724.24871794872,1783.95641025641,1792.68974358974,1689.79743589743,1672.5923076923,1993.89743589744,1874.73589743589,1896.81794871795,1692.57948717949,1768.42948717949,1829.9,1783.38974358974,1839.56410256411,1986.28076923077
"132",1827.13333333333,1933.1,1997.16666666667,2001.55,1898.66666666667,1881.46666666667,2216.16666666667,2087.16666666667,2110.06666666667,1905.81666666667,1977.26666666667,2038.76666666667,1992.26666666667,2052.76666666667,2195.15
"139",1699.11447368421,1785.86666666666,1869.18289473684,1852.16447368421,1751.43114035088,1734.21228070175,2059.58903508772,1935.62324561404,1982.05263157895,1777.81447368421,1830.04912280702,1891.53114035087,1845.00964912281,1924.79429824561,2047.89956140351
"151",,,,,,,,,,,,,,,
"159",,,,,,,,,,,,,,,
"160",838.505681818182,1211.70113636363,833.871590909091,1059.09431818182,1115.28181818182,1075.19204545454,928.481818181818,1011.94204545454,820.344318181818,887.573863636364,1138.00113636363,1073.18295454546,1189.55340909091,931.617045454546,1007.19204545454
"171",1505.48461538462,1693.92692307692,1618.16923076923,1714.43846153846,1670.14615384615,1652.91538461538,1860.43846153846,1775.37692307692,1789.05384615385,1584.19230769231,1738.09615384615,1747.49230769231,1753.05,1731.15384615385,1942.59230769231
"172",1275.97777777778,1464.40555555556,1446.04444444444,1484.94444444444,1440.62222222222,1423.42222222222,1630.94444444444,1545.85555555556,1558.92222222222,1354.68888888889,1508.59444444444,1517.98888888889,1523.57222222222,1501.64444444444,1713.08888888889
"179",1376.7275,1571.11875,1527.375625,1585.6825,1546.13625,1528.91875,1731.6825,1646.61125,1657.13625,1455.42875,1615.3,1618.74125,1630.270625,1602.4075,1813.85625
"181",1537.2,1725.65,1707.3,1746.18,1701.9,1684.62,1892.18,1807.1,1820.12,1615.9,1769.85,1779.2,1784.77,1762.9,1974.32
"182",1501.67222222222,1690.11944444444,1671.75833333333,1710.63055555556,1666.33611111111,1649.11944444444,1856.63055555556,1771.56944444444,1784.61944444444,1580.38055555556,1734.30833333333,1743.68611111111,1749.27222222222,1727.36388888889,1938.80833333333
"183",1614.7875,1803.225,1784.8625,1823.7375,1779.425,1762.2125,1969.7375,1884.675,1897.7125,1693.4875,1847.40625,1856.8,1862.35625,1840.475,2051.9
"189",1504.29590163934,1692.73770491803,1674.36967213115,1713.25081967213,1668.94918032787,1651.7237704918,1859.25081967213,1774.18606557377,1787.2237704918,1582.99918032787,1736.92049180328,1746.30573770492,1751.87540983607,1729.98114754098,1941.41557377049
"190",1326.8898989899,1525.89696969697,1363.40404040404,1535.84444444444,1491.54646464646,1474.32929292929,1677.41212121212,1569.73434343434,1577.70606060606,1385.57373737374,1570.07676767677,1568.90707070707,1585.04292929293,1525.52323232323,1736.97474747475
"201",1062.46666666667,1250.90555555556,1232.53333333333,1271.38888888889,1227.1,1209.87777777778,1417.38888888889,1332.35555555556,1345.37777777778,1141.15555555556,1295.07777777777,1304.46666666667,1310.02777777778,1288.14444444444,1499.56666666667
"202",828.316666666667,1032.81666666667,998.4,1037.28333333333,992.966666666667,975.733333333333,1183.28333333333,1098.21666666667,1111.21666666667,907.016666666667,1077,1070.31666666667,1091.93333333333,1054,1265.41666666667
"209",808.710555555556,1021.40111111111,949.308333333334,1017.66,973.358888888889,956.140555555555,1163.65888888889,1078.59944444444,1091.63777777778,887.408333333334,1065.58222222223,1050.71944444444,1080.54333333333,1034.38777777778,1245.83
"211",1597.425,1785.85,1767.4625,1806.3625,1762.05,1744.85,1952.3625,1867.3125,1880.35,1676.1125,1830.025,1839.4375,1845,1823.0875,2034.5375
"212",1518.32727272727,1715.87727272727,1688.40909090909,1727.3,1688.23636363636,1671.01818181818,1873.3,1788.21818181818,1801.28181818182,1597.02727272727,1760.06818181819,1775.90909090909,1775.04090909091,1744.00909090909,1959.58181818182
"219",1544.98316831683,1737.80198019802,1715.06138613861,1753.94059405941,1705.83663366337,1688.6099009901,1899.94059405941,1814.87326732673,1827.91683168317,1623.68415841584,1781.98712871287,1812.32079207921,1796.94653465346,1770.66732673267,1982.45544554455
"221",1273.13333333333,1314.24444444444,1443.2,1382.68888888889,1279.81111111111,1262.58888888889,1597.31111111111,1468.32222222222,1556.06666666667,1351.81111111111,1358.42222222222,1419.91111111111,1373.37777777778,1498.81111111111,1576.26666666667
"222",1202.3,1187.45,1372.35,1255.95,1153.05,1135.85,1470.55,1341.55,1485.25,1280.95,1231.65,1293.15,1246.65,1445.15,1449.55
"223",1342.07,1369.74,1512.14,1438.16,1335.29,1318.06,1652.79,1523.8,1624.98,1420.77,1413.92,1475.39,1428.86,1567.745,1631.76
"229",1165.41860465116,1224.1046511628,1335.49534883721,1292.5476744186,1189.67093023256,1172.45116279069,1507.17093023256,1378.18255813954,1448.35697674418,1244.11395348838,1268.29302325582,1329.76976744187,1283.25,1392.66511627907,1486.13953488372
"230",2614.08125,2802.528125,2784.1625,2823.0375,2778.74375,2761.5125,2969.0375,2883.98125,2897.0125,2692.78125,2846.7125,2856.09375,2861.66875,2839.775,3051.2
"241",2069.05,2297.22142857143,2239.12142857143,2278,2262.77142857143,2245.57142857142,2424,2338.95,2351.98571428571,2147.75,2341.39285714286,2311.05,2356.35714285714,2294.72142857143,2506.17857142857
"242",2057.58,2259.3,2227.62,2266.5,2224.86,2207.64,2412.5,2327.44,2340.48,2136.28,2303.48,2307.2,2318.44,2283.24,2494.54
"249",2084.79166666667,2292.39166666667,2254.86666666667,2293.71666666667,2260.59583333333,2243.38333333334,2439.71666666667,2354.675,2367.70833333333,2163.48333333333,2336.57083333334,2329.96666666667,2351.5125,2310.475,2521.84166666667
"251",2419.6875,2608.11875,2589.7375,2628.6125,2584.3125,2567.1,2774.6125,2689.575,2702.6,2498.3875,2652.29375,2661.6875,2667.25,2645.3625,2856.8
"259",2385.11666666667,2573.56666666667,2555.21666666667,2594.06666666667,2549.75,2532.53333333333,2740.06666666667,2655.01666666667,2668.03333333333,2463.81666666667,2617.75833333334,2627.11666666667,2632.675,2610.81666666667,2822.21666666667
"261",1773.42,1961.87,1943.51,1982.37,1938.09,1920.86,2128.38,2043.32,2056.36,1852.12,2006.06,2015.44,2021.01,1999.12,2210.54
"262",1697.0125,1885.45,1867.075,1905.975,1861.6625,1844.4625,2051.975,1966.9,1979.9625,1775.7125,1929.625,1939.0375,1944.60625,1922.6875,2134.15
"269",1806.98153846154,1995.42076923077,1944.46692307692,2015.93153846154,1971.63153846154,1954.41307692308,2161.93153846154,2076.87307692308,2080.67461538462,1885.68153846154,2039.60769230769,2048.99153846154,2054.56461538462,2032.66384615385,2244.10384615385
"271",1535.01578947368,1728.52631578948,1548.31052631579,1743.95263157895,1699.65263157895,1682.42631578947,1874.2,1790.64736842105,1766.40526315789,1603.27894736842,1772.70263157895,1777.01578947368,1787.63947368421,1746.43684210526,1957.85789473684
"279",1535.36323529412,1745.51691176471,1538.83088235294,1744.31176470588,1700.01029411765,1682.79705882353,1852.05588235294,1742.59558823529,1744.05588235294,1568.15441176471,1789.69705882353,1777.37794117647,1804.66323529412,1698.37941176471,1908.43382352941
"280",1302.15121951219,1403.925,1472.21951219512,1464.68292682927,1369.47682926829,1352.26097560975,1658.89878048781,1543.54878048781,1585.07743902439,1380.85243902439,1448.10121951219,1509.5762195122,1463.06097560975,1527.82804878049,1665.95243902439
"291",1110.52307692308,1298.96153846153,1280.58461538462,1319.46153846154,1275.16153846154,1257.95384615385,1465.46153846154,1380.41538461538,1393.45384615385,1189.22307692308,1343.13461538462,1352.53076923077,1358.1,1336.19230769231,1547.63846153846
"292",1219.9375,1408.38125,1390.0125,1428.9125,1384.6,1367.3875,1574.9125,1489.825,1502.8875,1298.65,1452.5625,1461.95,1467.55,1445.625,1657.075
"299",1155.21595744681,1347.2670212766,1322.60744680851,1364.17234042553,1322.23404255319,1305.01489361702,1510.17234042553,1425.1085106383,1439.41276595745,1233.91808510638,1391.44893617021,1398.55319148936,1406.41436170213,1380.90212765957,1592.84787234043
"300",1083.9125,1426.8375,1088.475,1311.64107142857,1349.87321428571,1317.65714285714,1251.58928571429,1268.925,1143.46785714286,1122.70178571429,1385.20714285714,1324.68214285714,1430.21785714286,1224.71785714286,1330.3
"311",1143.13333333333,1363.66666666667,1166.48333333333,1352.08333333333,1307.78333333333,1290.56666666667,1492.7,1346.93333333333,1384.58333333333,1166.78333333333,1407.85,1385.16666666667,1422.81666666667,1302.73333333333,1514.18333333333
"319",991.975862068966,1212.51666666667,1025.13448275862,1200.93045977012,1156.63218390804,1139.40977011494,1330.75862068965,1197.06896551724,1234.53218390804,1023.55459770115,1256.69770114943,1233.98505747127,1271.65804597701,1152.85804597701,1364.29885057471
"321",546.95,610.4,402.8,527.6,574.25,624.5,330.65,411.4,222.5,475.6,536.65,471.85,588.2,364.4,409.35
"329",769.58,872.286666666667,652.926666666667,789.553333333333,836.16,886.473333333333,583.093333333333,674.6,476.526666666667,719.266666666667,798.586666666667,733.76,850.153333333333,624.493333333333,646.146666666667
"331",2435.52,2623.96,2605.58,2644.46,2600.14,2582.92,2790.46,2705.4,2718.42,2514.22,2668.12,2677.52,2683.07,2661.18,2872.62
"339",2418.86,2607.3,2588.92,2627.82,2583.52,2566.3,2773.82,2688.74,2701.8,2497.58,2651.47,2660.88,2666.45,2644.54,2855.98
"341",2173.55714285714,2362.00357142857,2343.62142857143,2382.51428571429,2338.22142857143,2320.99285714286,2528.51428571429,2443.45,2456.49285714286,2252.26428571429,2406.17857142857,2415.56428571429,2421.13571428571,2399.23571428571,2610.66428571429
"342",2152.57857142857,2341.02857142857,2322.64285714286,2361.50714285715,2317.20714285714,2299.99285714285,2507.50714285715,2422.47857142857,2435.49285714285,2231.27857142857,2385.20714285714,2394.59285714285,2400.14285714286,2378.26428571429,2589.69285714286
"350",317.012121212121,438.143939393939,471.625757575758,445.492424242424,387.595454545455,366.213636363637,621.790909090909,520.763636363636,585.704545454545,385.362121212121,474.654545454545,480.775757575758,492.942424242425,523.272727272727,666.677272727273
"361",2264.07,2452.51,2434.13,2473.03,2428.73,2411.53,2619.03,2533.95,2547.03,2342.78,2496.685,2506.08,2511.67,2489.74,2701.2
"362",1986.5,2174.95,2156.56666666667,2195.46666666667,2151.13333333333,2133.93333333333,2341.46666666667,2256.4,2269.43333333333,2065.2,2219.11666666667,2228.5,2234.08333333333,2212.16666666667,2423.6
"363",2218.23076923077,2406.68076923077,2388.32307692308,2427.18461538461,2382.88461538462,2365.66923076923,2573.18461538461,2488.13076923077,2501.16923076923,2296.93076923077,2450.86538461538,2460.23076923077,2465.82307692307,2443.92307692308,2655.34615384616
"364",2060.875,2249.3125,2230.9125,2269.8,2225.5,2208.3,2415.8,2330.75,2343.8,2139.575,2293.4625,2302.875,2308.45,2286.525,2498
"369",2167.18214285714,2355.62857142857,2337.25357142857,2376.13928571429,2331.83928571428,2314.61428571428,2522.13928571429,2437.08214285714,2450.11428571428,2245.88571428572,2399.80714285714,2409.19285714286,2414.76428571429,2392.86785714286,2604.30357142857
"371",1824.89444444445,1954.59444444444,1994.97777777777,2021.06111111111,1920.11666666667,1902.91666666667,2179.82777777778,2094.79444444444,2107.81666666667,1903.59444444444,1998.75555555556,2060.21666666667,2013.71666666667,2050.59444444444,2216.61666666667
"372",1861.1,2024.62,2031.17,2069.54,1990.18,1972.96,2216.06,2130.99,2144.05,1939.81,2068.79,2130.28,2083.76,2086.79,2286.66
"373",1950.37727272727,2089.53181818182,2120.43181818182,2154.33181818182,2055.08636363636,2037.84545454545,2305.31363636363,2220.25909090909,2233.29090909091,2029.07727272727,2133.69545454545,2195.17727272727,2148.64545454545,2176.05,2351.53181818182
"379",1919.955,2061.68357142858,2090.02214285714,2121.15428571429,2027.24642857142,2010.02285714286,2278.38214285715,2187.74928571429,2202.88285714286,1998.655,2105.86214285715,2167.34357142858,2120.825,2145.63928571428,2323.71642857143
"380",1406.16603773585,1626.70943396226,1408.39433962264,1615.12452830189,1570.82641509434,1553.59811320755,1644.15471698113,1588.86037735849,1536.01698113208,1418.42075471698,1670.89150943396,1648.17924528302,1685.84433962264,1544.65094339623,1724.23773584906
"391",1611.175,1799.625,1781.25833333333,1820.14166666667,1775.825,1758.60833333333,1966.14166666667,1881.075,1894.10833333333,1689.875,1843.80833333333,1853.19166666667,1858.75833333333,1836.85833333333,2048.3
"392",1788.89230769231,1977.34230769231,1958.98461538462,1997.86153846154,1953.55384615385,1936.35384615385,2143.85384615385,2058.79230769231,2071.85384615385,1867.59230769231,2021.53076923077,2030.90769230769,2036.48076923077,2014.58461538462,2226.01538461538
"393",1682.54117647059,1870.97941176471,1852.62352941176,1891.50588235294,1847.20294117647,1829.96176470588,2037.5,1952.42941176471,1965.46176470588,1761.24117647059,1915.17352941176,1924.55294117647,1930.12352941177,1908.22941176471,2119.65294117647
"394",1610.19285714286,1798.64285714286,1780.25,1819.15,1774.85,1757.61428571428,1965.15,1880.09285714285,1893.11428571428,1688.89285714286,1842.8,1852.21428571428,1857.77142857143,1835.86428571428,2047.31428571429
"399",1711.75,1900.18555555556,1881.80777777778,1920.69888888889,1876.39666666667,1859.18111111111,2066.69666666667,1981.63444444444,1994.67888888889,1790.44555555556,1944.35888888889,1953.76555555556,1959.33,1937.42777777778,2148.87222222222
"401",752.3375,940.7875,922.4125,961.3,916.9875,899.775,1107.3,1022.2375,1035.275,831.0375,984.96875,994.35,999.90625,978.0375,1189.45
"402",858.15,1046.585,1028.23,1067.1,1022.81,1005.58,1213.1,1128.04,1141.08,936.86,1090.78,1100.17,1105.73,1083.83,1295.28
"409",771.572881355932,960.424576271186,941.640677966102,981.940677966102,931.564406779661,914.342372881356,1126.51186440678,1041.46271186441,1054.49661016949,850.272881355932,1004.59661016949,1018.88644067797,1019.55084745763,997.24406779661,1207.43728813559
"411",1282.61666666666,1514.70555555555,1289.60555555555,1431.95,1478.56111111111,1528.86111111111,1235.06111111111,1319.51666666667,1195.95,1359.27222222223,1440.99444444444,1376.16111111111,1492.55,1324.50555555556,1233.57777777778
"419",1174.96851851852,1401.48148148148,1135.43148148148,1296.48888888889,1350.75185185185,1359.25740740741,1094.00185185185,1204.82962962963,1003.21851851852,1190.12407407407,1327.77407407407,1262.95925925926,1379.34074074074,1144.49074074074,1129.23518518518
"421",2114.05,2302.48333333333,2284.13333333334,2323,2278.7,2261.46666666666,2469,2383.93333333334,2396.96666666666,2192.73333333333,2346.68333333334,2356.05,2361.61666666666,2339.73333333333,2551.16666666667
"422",1860.08888888889,2048.53888888889,2030.17777777778,2069.05555555556,2024.74444444444,2007.52222222222,2215.04444444444,2129.97777777778,2143.02222222222,1938.78888888889,2092.72222222223,2102.08888888889,2107.67777777778,2085.77777777778,2297.22222222222
"423",2127.66,2316.1,2297.74,2336.62,2292.34,2275.12,2482.62,2397.54,2410.62,2206.36,2360.29,2369.7,2375.27,2353.34,2564.82
"429",2004.54042553191,2192.97872340426,2174.6085106383,2213.4914893617,2169.18936170213,2151.97021276596,2359.4914893617,2274.42978723404,2287.47021276596,2083.24042553191,2237.1585106383,2246.55744680851,2252.11808510639,2230.21489361702,2441.66382978723
"441",2378.12,2566.57,2548.18,2587.06,2542.76,2525.56,2733.06,2648.01,2661.06,2456.82,2610.73,2620.12,2625.7,2603.78,2815.22
"451",1888.1,1994.1,2058.2,2062.5,1959.66666666667,1942.4,2277.16666666667,2148.2,2171,1966.8,2038.3,2099.76666666667,2053.2,2113.8,2256.1
"452",1752.195,1858.495,1922.285,1926.965,1824.075,1806.855,2131.045,2012.585,2035.165,1830.905,1902.685,1964.165,1917.665,1977.895,2120.545
"459",1850.62727272727,1956.46060606061,2020.70303030303,2024.92424242424,1922.04545454545,1904.82121212121,2235.55757575758,2110.54848484848,2133.57272727273,1929.3303030303,2000.65151515152,2062.14545454545,2015.62121212121,2076.31212121212,2218.50606060606
"460",1212.82424242424,1433.36060606061,1211.82424242424,1421.77424242425,1377.47727272728,1360.25757575758,1500.03560606061,1392.27121212121,1391.91136363636,1225.33181818181,1477.5393939394,1454.83939393939,1492.50984848485,1348.06212121213,1546.49924242425
"471",1232.13333333333,1406.53333333333,1402.16666666667,1441.03333333333,1372.03333333333,1354.83333333333,1587.03333333333,1502.03333333333,1515.03333333333,1310.83333333333,1450.66666666667,1512.13333333333,1465.63333333333,1457.8,1668.53333333333
"472",1430.50882352941,1604.9,1600.57352941176,1639.44411764706,1570.44411764706,1553.23823529412,1785.44411764706,1700.4,1713.43823529412,1509.22058823529,1649.07352941176,1710.55,1664.03235294118,1656.17941176471,1866.93235294118
"473",1605.8,1780.2,1775.86923076923,1814.73846153846,1745.73846153846,1728.53076923077,1960.73846153846,1875.7,1888.71538461538,1684.5,1824.36923076923,1885.84615384615,1839.32307692308,1831.48461538462,2042.21538461538
"479",1465.71532258065,1639.18467741936,1635.78629032258,1674.67419354839,1604.75806451613,1587.52983870968,1820.67419354839,1735.60080645161,1748.64596774194,1544.41048387096,1683.37016129033,1744.86209677419,1698.32661290322,1691.39274193548,1901.21370967742
"481",911.94,876.56,1091.62,945.02,842.12,824.92,1159.62,1030.62,1213.62,990.62,920.72,982.22,935.72,1134.24,1138.6
"482",1119.25,1132.7,1289.275,1201.15,1098.25,1081.05,1415.75,1286.775,1402.15,1197.95,1176.875,1238.35,1191.85,1362.325,1394.75
"483",1077.01666666667,993.016666666667,1228.35,1061.43333333333,958.566666666667,941.333333333333,1276.05,1147.1,1338.55,1155.71666666667,1037.2,1098.66666666667,1052.15,1250.71666666667,1255.03333333333
"484",837,925.610526315789,1007.07894736842,994.057894736842,891.168421052632,873.952631578947,1197.24736842105,1074.7,1119.94736842105,915.694736842105,969.789473684211,1031.26315789474,984.757894736842,1062.68947368421,1187.65263157895
"485",486.35,331.05,566.4,399.55,296.65,279.45,614.15,485.15,676.65,487.7,375.25,436.75,390.25,588.75,593.15
"486",1062.14285714286,1028.03214285714,1236.07857142857,1096.48928571428,993.610714285714,976.389285714286,1311.11071428571,1182.11071428571,1347.47857142857,1140.84285714286,1072.21785714286,1133.70357142857,1087.19642857143,1272.84285714286,1290.08214285714
"487",970.8,886.8,1122.15,955.3,852.4,835.2,1169.9,1040.9,1232.4,1049.5,931,992.5,946,1144.5,1148.9
"488",921.025,837.025,1072.36875,905.475,802.6,785.3875,1120.1,991.1,1182.55,999.725,881.225,942.7,896.175,1094.725,1099.0375
"489",771.851794871794,808.957692307692,936.463846153846,874.089230769231,774.515128205128,757.295128205129,1073.66025641025,955.348974358974,1049.35538461538,848.965897435898,853.136153846154,908.561794871795,868.099743589743,984.86282051282,1070.2382051282
"491",501.47,860.55,480.31,705.53,771.73,737.58,638.93,660.77,530.8,540.56,786.86,722.03,838.41,616.57,717.65
"499",401.7,740.105263157895,359.878947368421,578.836842105263,650.121052631579,628.626315789474,558.68947368421,540.326315789474,452.468421052632,415.6,666.405263157895,601.589473684211,717.978947368421,502.457894736842,635.605263157895
"500",2382.68571428571,2571.12142857143,2552.74285714286,2591.62857142857,2547.33571428571,2530.12142857143,2737.62857142857,2652.56428571429,2665.62142857143,2461.37857142857,2615.29285714286,2624.69285714286,2630.26785714286,2608.35714285714,2819.81428571429
"511",2023.25294117647,2201.9,2193.33529411765,2232.20588235294,2167.45882352941,2150.24117647059,2378.20588235294,2293.14705882353,2306.18823529412,2101.95882352941,2246.08823529412,2307.55882352941,2261.04117647059,2248.93529411765,2463.93529411765
"512",2097.98571428571,2264.58214285714,2268.06071428572,2306.94285714286,2230.16071428572,2212.93928571428,2452.94285714286,2367.87142857143,2380.94285714286,2176.69285714286,2308.77857142858,2370.26071428572,2323.73928571428,2323.66428571429,2526.62142857142
"513",2034.89411764706,2213.55882352941,2204.98235294118,2243.84705882353,2179.12941176471,2161.90588235294,2389.84705882353,2304.78823529412,2317.82941176471,2113.59411764706,2257.75294117647,2319.23529411765,2272.7,2260.58235294118,2473.28823529412
"519",1915.7523255814,2090.63255813953,2085.82965116279,2124.71162790698,2056.2,2038.97848837209,2270.71104651163,2185.64186046511,2198.68895348837,1994.45348837209,2134.81511627907,2194.14127906977,2149.77732558139,2141.43488372093,2351.24534883721
"531",1352.84444444444,1696.55555555556,1348.23333333333,1576.12222222222,1660.45555555556,1611.97777777778,1416.95555555556,1501.37777777778,1304.86666666667,1401.93333333333,1622.85555555556,1558.05555555556,1674.44444444444,1439.3,1415.45555555556
"532",1254.83333333333,1578.33333333333,1250.2,1495.56666666667,1542.2,1539.33333333333,1298.7,1383.13333333333,1206.9,1303.9,1504.63333333333,1439.76666666667,1556.16666666667,1339.9,1297.2
"539",1245.24074074074,1607.95925925926,1240.62222222222,1465.06296296296,1526.13333333333,1496.12592592593,1288.04444444444,1409.38148148148,1185.32962962963,1294.32592592593,1534.25555555556,1469.43333333333,1585.82592592593,1316.41111111111,1352.97777777778
"540",1831.16818181818,2024.30272727273,2001.24636363636,2040.12363636363,1997.80363636363,1980.57818181818,2186.12,2101.06181818182,2114.09454545454,1909.87090909091,2068.48090909091,2076.21090909091,2083.44272727273,2056.85636363637,2268.24727272727
"551",1604.6625,1793.1,1671.0125,1813.6125,1769.3125,1752.075,1959.6125,1874.55,1884.125,1683.3625,1837.29375,1846.675,1852.225,1830.35,2041.775
"559",1645.55390625,1833.996875,1675.2875,1854.51015625,1810.21015625,1792.98984375,2000.51015625,1915.44921875,1893.93984375,1724.25390625,1878.1859375,1887.56640625,1893.13828125,1871.24296875,2082.67734375
"560",791.873913043478,1142.66739130435,812.834782608696,1050.1347826087,1042.43913043478,1008.46956521739,1015.17391304348,993.286956521739,907.05652173913,827.95652173913,1119.2652173913,1055.27391304348,1156.22391304348,949.082608695652,1090.55217391304
